country,id,first_name,last_name,birth_year,wikipedia_url,summary
us,Q8007,Franklin,Roosevelt,,https://en.wikipedia.org/wiki/Franklin_D._Roosevelt,"Franklin Delano Roosevelt[a] , also known as FDR, was the 32nd president of the United States, serving from 1933 until his death in 1945. He is the longest-serving U.S. president, and the only one to have served more than two terms. His first two terms were centered on combating the Great Depression, while his third and fourth saw him shift his focus to America's involvement in World War II."
us,Q8612,Andrew,Johnson,,https://en.wikipedia.org/wiki/Andrew_Johnson,"Andrew Johnson was the 17th president of the United States, serving from 1865 to 1869. The 16th vice president, he assumed the presidency following the assassination of Abraham Lincoln. Johnson was a Southern Democrat who ran with Lincoln on the National Union Party ticket in the 1864 presidential election, coming to office as the American Civil War concluded. Johnson favored quick restoration of the seceded states to the Union without protection for the newly freed people who were formerly enslaved, as well as pardoning ex-Confederates. This led to conflict with the Republican Party-dominated U.S. Congress, culminating in his impeachment by the House of Representatives in 1868. He was acquitted in the Senate by one vote."
us,Q9582,Gerald,Ford,,https://en.wikipedia.org/wiki/Gerald_Ford,"Gerald Rudolph Ford Jr. was the 38th president of the United States, serving from 1974 to 1977. A member of the Republican Party, Ford assumed the presidency after the resignation of President Richard Nixon, under whom he had served as the 40th vice president from 1973 to 1974 following Spiro Agnew's resignation. Prior to that, he served as a member of the U.S. House of Representatives from 1949 to 1973."
us,Q9588,Richard,Nixon,,https://en.wikipedia.org/wiki/Richard_Nixon,"Richard Milhous Nixon was the 37th president of the United States, serving from 1969 until his resignation in 1974. A member of the Republican Party, he previously served as the 36th vice president under President Dwight D. Eisenhower from 1953 to 1961, and also as a representative and senator from California. His presidency saw the reduction of U.S. involvement in the Vietnam War, détente with the Soviet Union and China, the Apollo 11 Moon landing, and the establishment of the Environmental Protection Agency and Occupational Safety and Health Administration. Nixon's second term ended early when he became the only U.S. president to resign from office, as a result of the Watergate scandal."
us,Q9640,Lyndon,Johnson,,https://en.wikipedia.org/wiki/Lyndon_B._Johnson,"Lyndon Baines Johnson , also known as LBJ, was the 36th president of the United States, serving from 1963 to 1969. He became president after the assassination of John F. Kennedy, under whom he had served as the 37th vice president from 1961 to 1963. A Southern Democrat, Johnson previously represented Texas in Congress for over 23 years, first as a U.S. representative from 1937 to 1949, and then as a U.S. senator from 1949 to 1961."
us,Q9696,John,Kennedy,,https://en.wikipedia.org/wiki/John_F._Kennedy,"John Fitzgerald Kennedy , also known as JFK, was the 35th president of the United States, serving from 1961 until his assassination in 1963. He was the first Roman Catholic and youngest person elected president at 43 years.[a] Kennedy served at the height of the Cold War, and the majority of his foreign policy concerned relations with the Soviet Union and Cuba. A member of the Democratic Party, Kennedy represented Massachusetts in both houses of the United States Congress prior to his presidency."
us,Q9916,Dwight,Eisenhower,,https://en.wikipedia.org/wiki/Dwight_D._Eisenhower,"Dwight David ""Ike"" Eisenhower[a] was the 34th president of the United States, serving from 1953 to 1961. During World War II, he was Supreme Commander of the Allied Expeditionary Force in Europe and achieved the five-star rank as General of the Army. Eisenhower planned and supervised two of the most consequential military campaigns of World War II: Operation Torch in the North Africa campaign in 19421943 and the invasion of Normandy in 1944."
us,Q9960,Ronald,Reagan,,https://en.wikipedia.org/wiki/Ronald_Reagan,Ronald Wilson Reagan[a] was an American politician and actor who served as the 40th president of the United States from 1981 to 1989. He was a member of the Republican Party and became an important figure in the American conservative movement. His presidency is known as the Reagan era.
us,Q11613,Harry,Truman,,https://en.wikipedia.org/wiki/Harry_S._Truman,"Harry S. Truman was the 33rd president of the United States, serving from 1945 to 1953. As the 34th vice president in 1945, he assumed the presidency upon the death of Franklin D. Roosevelt that year. Subsequently, Truman implemented the Marshall Plan in the aftermath of World War II to rebuild the economy of Western Europe, and established both the Truman Doctrine and NATO to contain the expansion of Soviet communism. A member of the Democratic Party, he proposed numerous New Deal coalition liberal domestic reforms, but few were enacted by the conservative coalition that dominated the United States Congress."
us,Q11806,John,Adams,,https://en.wikipedia.org/wiki/John_Adams,"John Adams was a Founding Father and the second president of the United States from 1797 to 1801. Before his presidency, he was a leader of the American Revolution that achieved independence from Great Britain. During the latter part of the Revolutionary War and in the early years of the new nation, he served the U.S. government as a senior diplomat in Europe. Adams was the first person to hold the office of vice president of the United States, serving from 1789 to 1797. He was a dedicated diarist and regularly corresponded with important contemporaries, including his wife and adviser Abigail Adams and his friend and political rival Thomas Jefferson."
us,Q11812,Thomas,Jefferson,,https://en.wikipedia.org/wiki/Thomas_Jefferson,"Thomas Jefferson was an American Founding Father and the third president of the United States from 1801 to 1809. He was the primary author of the Declaration of Independence. Jefferson was the nation's first U.S. secretary of state under George Washington and then the nation's second vice president under John Adams. Jefferson was a leading proponent of democracy, republicanism, and natural rights, and he produced formative documents and decisions at the state, national, and international levels."
us,Q11813,James,Madison,,https://en.wikipedia.org/wiki/James_Madison,"James Madison was an American statesman, diplomat, and Founding Father who served as the fourth president of the United States from 1809 to 1817. Madison was popularly acclaimed as the ""Father of the Constitution"" for his pivotal role in drafting and promoting the Constitution of the United States and the Bill of Rights."
us,Q11815,James,Monroe,,https://en.wikipedia.org/wiki/James_Monroe,"James Monroe was an American Founding Father who served as the fifth president of the United States from 1817 to 1825. He was the last Founding Father to serve as president as well as the last president of the Virginia dynasty. He was a member of the Democratic-Republican Party, and his presidency coincided with the Era of Good Feelings, concluding the First Party System era of American politics. He issued the Monroe Doctrine, a policy of limiting European colonialism in the Americas. Monroe previously served as Governor of Virginia, a member of the United States Senate, U.S. ambassador to France and Britain, the seventh secretary of state, and the eighth secretary of war."
us,Q11816,John,Adams,,https://en.wikipedia.org/wiki/John_Quincy_Adams,"John Quincy Adams was the sixth president of the United States, serving from 1825 to 1829. He previously served as the eighth United States secretary of state from 1817 to 1825. During his long diplomatic and political career, Adams served as an ambassador and also as a member of the United States Congress representing Massachusetts in both chambers. He was the eldest son of John Adams, who served as the second president of the United States from 1797 to 1801, and First Lady Abigail Adams. Initially a Federalist like his father, he won election to the presidency as a member of the Democratic-Republican Party, and later, in the mid-1830s, became affiliated with the Whig Party."
us,Q11817,Andrew,Jackson,,https://en.wikipedia.org/wiki/Andrew_Jackson,"Andrew Jackson was the seventh president of the United States from 1829 to 1837. Before his presidency, he rose to fame as a general in the U.S. Army and served in both houses of the U.S. Congress. His political philosophy became the basis for the Democratic Party. Jackson's legacy is controversial: he has been praised as an advocate for working Americans and preserving the union of states, and criticized for his racist policies, particularly towards Native Americans."
us,Q11820,Martin,Van Buren,,https://en.wikipedia.org/wiki/Martin_Van_Buren,"Martin Van Buren vɑm ˈbyːrə] ⓘ; December 5, 1782 July 24, 1862) was the eighth president of the United States, serving from 1837 to 1841. A primary founder of the Democratic Party, he served as New York's attorney general and U.S. senator, then briefly as the ninth governor of New York before joining Andrew Jackson's administration as the tenth United States secretary of state, minister to the United Kingdom, and ultimately the eighth vice president from 1833 to 1837, after being elected on Jackson's ticket in 1832. Van Buren won the presidency in 1836 against divided Whig opponents. He lost re-election in 1840, and failed to win the Democratic nomination in 1844. Later in his life, he re-emerged as an elder statesman and an anti-slavery leader who led the Free Soil Party ticket in the 1848 presidential election."
us,Q11869,William,Harrison,,https://en.wikipedia.org/wiki/William_Henry_Harrison,"William Henry Harrison was the ninth president of the United States, serving from March 4 to April 4, 1841, the shortest presidency in U.S. history. He was also the first U.S. president to die in office, causing a brief constitutional crisis, since presidential succession was not then fully defined in the U.S. Constitution. Harrison was the last president born as a British subject in the Thirteen Colonies. He was a member of the Harrison family of Virginia, a son of Benjamin Harrison V, who was a U.S. Founding Father; he was also the grandfather of Benjamin Harrison, the 23rd U.S. president."
us,Q11881,John,Tyler,,https://en.wikipedia.org/wiki/John_Tyler,"John Tyler was the tenth president of the United States, serving from 1841 to 1845, after briefly holding office as the tenth vice president in 1841. He was elected vice president on the 1840 Whig ticket with President William Henry Harrison, succeeding to the presidency following Harrison's death 31 days after assuming office. Tyler was a stalwart supporter and advocate of states' rights, including regarding slavery, and he adopted nationalistic policies as president only when they did not infringe on the states' powers. His unexpected rise to the presidency posed a threat to the presidential ambitions of Henry Clay and other Whig politicians and left Tyler estranged from both of the nation's major political parties at the time."
us,Q11891,James,Polk,,https://en.wikipedia.org/wiki/James_K._Polk,"James Knox Polk was the 11th president of the United States, serving from 1845 to 1849. A protégé of Andrew Jackson and a member of the Democratic Party, he was an advocate of Jacksonian democracy and extending the territory of the United States. Polk led the U.S. into the MexicanAmerican War, and after winning the war he annexed the Republic of Texas, the Oregon Territory, and the Mexican Cession."
us,Q11896,Zachary,Taylor,,https://en.wikipedia.org/wiki/Zachary_Taylor,"Zachary Taylor was an American military officer and politician who was the 12th president of the United States, serving from 1849 until his death in 1850. Taylor was a career officer in the United States Army, rising to the rank of major general and becoming a national hero for his victories in the MexicanAmerican War. As a result, he won election to the White House despite his vague political beliefs. His top priority as president was to preserve the Union. He died 16 months into his term from a stomach disease. Taylor had the third-shortest presidential term in U.S. history and was the third president whose death has been traced to poor sanitation in Washington DC."
us,Q12306,Millard,Fillmore,,https://en.wikipedia.org/wiki/Millard_Fillmore,"Millard Fillmore was the 13th president of the United States, serving from 1850 to 1853. He was the last president to be a member of the Whig Party while in the White House,[b] and the last to be neither a Democrat nor a Republican. A former member of the U.S. House of Representatives, Fillmore was elected vice president in 1848, and succeeded to the presidency when Zachary Taylor died in 1850. Fillmore was instrumental in passing the Compromise of 1850, which led to a brief truce in the battle over the expansion of slavery."
us,Q12312,Franklin,Pierce,,https://en.wikipedia.org/wiki/Franklin_Pierce,"Franklin Pierce was the 14th president of the United States, serving from 1853 to 1857. A northern Democrat who believed that the abolitionist movement was a fundamental threat to the nation's unity, he alienated anti-slavery groups by signing the KansasNebraska Act and enforcing the Fugitive Slave Act. Conflict between North and South continued after Pierce's presidency, and, after Abraham Lincoln was elected president in 1860, the Southern states seceded, resulting in the American Civil War."
us,Q12325,James,Buchanan,,https://en.wikipedia.org/wiki/James_Buchanan,"James Buchanan Jr. was the 15th president of the United States, serving from 1857 to 1861. He also served as the secretary of state from 1845 to 1849 and represented Pennsylvania in both houses of the U.S. Congress. Buchanan was an advocate for states' rights, particularly regarding slavery, and minimized the role of the federal government preceding the American Civil War."
us,Q22686,Donald,Trump,,https://en.wikipedia.org/wiki/Donald_Trump,"Donald John Trump is an American politician, media personality, and businessman who is the 47th president of the United States. A member of the Republican Party, he served as the 45th president from 2017 to 2021."
us,Q23505,George,Bush,,https://en.wikipedia.org/wiki/George_H._W._Bush,"George Herbert Walker Bush[a] was the 41st president of the United States, serving from 1989 to 1993. A member of the Republican Party, he also served as the 43rd vice president from 1981 to 1989 under Ronald Reagan and previously in various other federal positions."
us,Q23685,Jimmy,Carter,,https://en.wikipedia.org/wiki/Jimmy_Carter,"James Earl Carter Jr. was an American politician and humanitarian who served as the 39th president of the United States from 1977 to 1981. A member of the Democratic Party, Carter served from 1971 to 1975 as the 76th governor of Georgia and from 1963 to 1967 in the Georgia State Senate. He was the longest-lived president in U.S. history and the first to reach the age of 100."
us,Q33866,Theodore,Roosevelt,,https://en.wikipedia.org/wiki/Theodore_Roosevelt,"Theodore Roosevelt Jr.[b] , also known as Teddy or T. R., was the 26th president of the United States, serving from 1901 to 1909. Roosevelt previously was involved in New York politics, including serving as the state's 33rd governor for two years. He served as the 25th vice president under President William McKinley for six months in 1901, assuming the presidency after McKinley's assassination. As president, Roosevelt emerged as a leader of the Republican Party and became a driving force for anti-trust and Progressive Era policies."
us,Q34296,Woodrow,Wilson,,https://en.wikipedia.org/wiki/Woodrow_Wilson,"Thomas Woodrow Wilson was the 28th president of the United States, serving from 1913 to 1921. He was the only Democrat to serve as president during the Progressive Era when Republicans dominated the presidency and legislative branches. As president, Wilson changed the nation's economic policies and led the United States into World War I. He was the leading architect of the League of Nations, and his stance on foreign policy came to be known as Wilsonianism."
us,Q34597,James,Garfield,,https://en.wikipedia.org/wiki/James_A._Garfield,"James Abram Garfield was the 20th president of the United States, serving from March 1881 until his death in September that year after being shot two months earlier. A preacher, lawyer, and Civil War general, Garfield served nine terms in the United States House of Representatives and is the only sitting member of the House to be elected president. Before his candidacy for the presidency, he had been elected to the U.S. Senate by the Ohio General Assemblya position he declined when he became president-elect."
us,Q34836,Ulysses,Grant,,https://en.wikipedia.org/wiki/Ulysses_S._Grant,"Ulysses S. Grant was the 18th president of the United States, serving from 1869 to 1877. In 1865, as commanding general, Grant led the Union Army to victory in the American Civil War."
us,Q35041,William,McKinley,,https://en.wikipedia.org/wiki/William_McKinley,"William McKinley was the 25th president of the United States, serving from 1897 until his assassination in 1901. A member of the Republican Party, he led a realignment that made Republicans largely dominant in the industrial states and nationwide for decades. McKinley successfully led the U.S. in the SpanishAmerican War and oversaw a period of American expansionism, with the annexations of Hawaii, Puerto Rico, Guam, the Philippines, and American Samoa."
us,Q35171,Stephen,Cleveland,,https://en.wikipedia.org/wiki/Grover_Cleveland,"Stephen Grover Cleveland was the 22nd and 24th president of the United States, serving from 1885 to 1889 and from 1893 to 1897. He was the first U.S. president to serve nonconsecutive terms and the first Democrat elected president after the Civil War."
us,Q35236,Herbert,Hoover,,https://en.wikipedia.org/wiki/Herbert_Hoover,"Herbert Clark Hoover was the 31st president of the United States, serving from 1929 to 1933. A wealthy mining engineer before his presidency, Hoover led the wartime Commission for Relief in Belgium and was the director of the U.S. Food Administration, followed by post-war relief of Europe. As a member of the Republican Party, he served as the third United States secretary of commerce from 1921 to 1928 before being elected president in 1928. His presidency was dominated by the Great Depression, and his policies and methods to combat it were seen as lackluster. Amid his unpopularity, he decisively lost reelection to Franklin D. Roosevelt in 1932."
us,Q35286,Warren,Harding,,https://en.wikipedia.org/wiki/Warren_G._Harding,"Warren Gamaliel Harding was the 29th president of the United States, serving from 1921 until his death in 1923. A member of the Republican Party, he was one of the most popular sitting U.S. presidents while in office. After his death, a number of scandals were exposed, including Teapot Dome, as well as an extramarital affair with Nan Britton, which damaged his reputation."
us,Q35498,Chester,Arthur,,https://en.wikipedia.org/wiki/Chester_A._Arthur,"Chester Alan Arthur was the 21st president of the United States, serving from 1881 to 1885. He was a Republican from New York who previously served as the 20th vice president under President James A. Garfield. Assuming the presidency after Garfield's assassination, Arthur's presidency saw the largest expansion of the U.S. Navy, the end of the so-called ""spoils system"", and the implementation of harsher restrictions for migrants entering from abroad."
us,Q35648,William,Taft,,https://en.wikipedia.org/wiki/William_Howard_Taft,Defunct
us,Q35678,Benjamin,Harrison,,https://en.wikipedia.org/wiki/Benjamin_Harrison,"Benjamin Harrison was the 23rd president of the United States, serving from 1889 to 1893. He was a member of the Harrison family of Virginiaa grandson of the ninth president, William Henry Harrison, and a great-grandson of Benjamin Harrison V, a Founding Father. A Union Army veteran and a Republican, he defeated incumbent Grover Cleveland to win the presidency in 1888."
us,Q35686,Rutherford,Hayes,,https://en.wikipedia.org/wiki/Rutherford_B._Hayes,"Rutherford Birchard Hayes was the 19th president of the United States, serving from 1877 to 1881."
us,Q36023,John,Coolidge,,https://en.wikipedia.org/wiki/Calvin_Coolidge,"Calvin Coolidge was the 30th president of the United States, serving from 1923 to 1929. A Republican lawyer from Massachusetts, he previously served as the 29th vice president from 1921 to 1923 under President Warren G. Harding, and as the 48th governor of Massachusetts from 1919 to 1921. Coolidge gained a reputation as a small-government conservative with a taciturn personality and dry sense of humor that earned him the nickname ""Silent Cal""."
ru,Q7747,Vladimir,Putin,,"https://ru.wikipedia.org/wiki/%D0%9F%D1%83%D1%82%D0%B8%D0%BD,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87","Влади́мир Влади́мирович Пу́тин российский государственный и политический деятель. Действующий президент Российской Федерации, председатель Государственного Совета Российской Федерации и Совета Безопасности Российской Федерации; Верховный главнокомандующий Вооружёнными силами Российской Федерации с 7 мая 2012 года. Ранее занимал должность президента с 7 мая 2000 по 7 мая 2008 года, также в 19992000 и 20082012 годах занимал должность председателя правительства Российской Федерации. Фактически руководит Россией, согласно разным оценкам, с 1999 или с 2000 года. В сентябре 2017 года Путин стал самым долго правящим российским лидером после Иосифа Сталина, а после окончания пятого президентского срока станет таковым со времён Екатерины II."
ru,Q23530,Dmitry,Medvedev,,"https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D0%B4%D0%B2%D0%B5%D0%B4%D0%B5%D0%B2,_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%B8%D0%B9_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87",иностранные:
ru,Q34453,Boris,Yeltsin,,"https://ru.wikipedia.org/wiki/%D0%95%D0%BB%D1%8C%D1%86%D0%B8%D0%BD,_%D0%91%D0%BE%D1%80%D0%B8%D1%81_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87","Бори́с Никола́евич Е́льцин , Бутка, Буткинский район, Уральская область, РСФСР, СССР 23 апреля 2007, Москва, Россия) советский и российский партийный, государственный и политический деятель, первый Президент Российской Федерации ➤; в ноябре 1991 июне 1992 года одновременно возглавлял правительство России. С марта по май 1992 года исполнял обязанности министра обороны Российской Федерации."
fr,Q157,François,Hollande,,https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Hollande,"Pour les articles homonymes, voir Hollande ."
fr,Q329,Nicolas,Sarkozy,,https://fr.wikipedia.org/wiki/Nicolas_Sarkozy,"« Sarkozy » redirige ici. Pour les autres significations, voir Sarkozy , Nagy et Bocșa."
fr,Q2038,François,Mitterrand,,https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Mitterrand,"« Mitterrand » redirige ici. Pour les autres significations, voir Mitterrand ."
fr,Q2042,Charles,de Gaulle,,https://fr.wikipedia.org/wiki/Charles_de_Gaulle,Général de Gaulle
fr,Q2105,Jacques,Chirac,,https://fr.wikipedia.org/wiki/Jacques_Chirac,"Pour les articles homonymes, voir Chirac."
fr,Q2124,Valéry,Giscard d'Estaing,,https://fr.wikipedia.org/wiki/Val%C3%A9ry_Giscard_d%27Estaing,"« Giscard » et « VGE » redirigent ici. Pour les autres significations, voir Giscard et VGE ."
fr,Q2185,Georges,Pompidou,,https://fr.wikipedia.org/wiki/Georges_Pompidou,"Pour les articles homonymes, voir Pompidou."
fr,Q5738,Adolphe,Thiers,,https://fr.wikipedia.org/wiki/Adolphe_Thiers,"Pour les articles homonymes, voir Thiers ."
fr,Q7721,Napoléon,Bonaparte,,https://fr.wikipedia.org/wiki/Napol%C3%A9on_III,"Pour les articles homonymes, voir Louis-Napoléon Bonaparte , Napoléon et Bonaparte ."
fr,Q12680,Paul,Doumer,,https://fr.wikipedia.org/wiki/Paul_Doumer,Vous lisez un « article de qualité » labellisé en 2019.
fr,Q12950,Alain,Poher,,https://fr.wikipedia.org/wiki/Alain_Poher,"Cet article possède un paronyme, voir Alain Bauer."
fr,Q158749,Albert,Lebrun,,https://fr.wikipedia.org/wiki/Albert_Lebrun,"Pour les articles homonymes, voir Lebrun."
fr,Q158768,René,Coty,,https://fr.wikipedia.org/wiki/Ren%C3%A9_Coty,"Pour les articles homonymes, voir Coty."
fr,Q158772,Vincent,Auriol,,https://fr.wikipedia.org/wiki/Vincent_Auriol,"Pour les articles homonymes, voir Auriol."
fr,Q158838,Patrice,de Mac Mahon,,https://fr.wikipedia.org/wiki/Patrice_de_Mac_Mahon,"Pour les autres membres de la famille, voir Famille de Mac Mahon."
fr,Q169502,Émile,Loubet,,https://fr.wikipedia.org/wiki/%C3%89mile_Loubet,"Pour les articles homonymes, voir Loubet."
fr,Q191974,Raymond,Poincaré,,https://fr.wikipedia.org/wiki/Raymond_Poincar%C3%A9,"Pour les articles homonymes, voir Poincaré."
fr,Q215778,Marie,Carnot,,https://fr.wikipedia.org/wiki/Sadi_Carnot_(homme_d%27%C3%89tat),"Pour les articles homonymes, voir Sadi Carnot, Famille Carnot et Carnot."
fr,Q274540,Alexandre,Millerand,,https://fr.wikipedia.org/wiki/Alexandre_Millerand,Vous lisez un « article de qualité » labellisé en 2019.
fr,Q296064,Gaston,Doumergue,,https://fr.wikipedia.org/wiki/Gaston_Doumergue,"Pour les articles homonymes, voir Doumergue."
fr,Q296076,Félix,Faure,,https://fr.wikipedia.org/wiki/F%C3%A9lix_Faure,"Pour les articles homonymes, voir Alfred Faure et Félix Faure ."
fr,Q296083,Jules,Grévy,,https://fr.wikipedia.org/wiki/Jules_Gr%C3%A9vy,"Pour les articles homonymes, voir Grévy."
fr,Q296673,Clément,Fallières,,https://fr.wikipedia.org/wiki/Armand_Falli%C3%A8res,"Pour les articles homonymes, voir Fallières."
fr,Q309995,Paul,Deschanel,,https://fr.wikipedia.org/wiki/Paul_Deschanel,Vous lisez un « article de qualité » labellisé en 2020.
fr,Q312026,Georges,Bidault,,https://fr.wikipedia.org/wiki/Georges_Bidault,Ne doit pas être confondu avec Georges Bidault de l'Isle.
fr,Q315656,Jean,Casimir-Perier,,https://fr.wikipedia.org/wiki/Jean_Casimir-Perier,"Pour les articles homonymes, voir Périer."
fr,Q356032,Charles,Dupuy,,https://fr.wikipedia.org/wiki/Charles_Dupuy,"Pour les articles homonymes, voir Dupuy."
fr,Q379702,Louis,Cavaignac,,https://fr.wikipedia.org/wiki/Eug%C3%A8ne_Cavaignac,"Cet article concerne l'homme politique. Pour son petit-fils historien, voir Eugène Cavaignac ."
fr,Q441235,Louis,None,,https://fr.wikipedia.org/wiki/Louis_Jules_Trochu,"Pour les articles homonymes, voir Trochu."
fr,Q459212,Frédéric,None,,https://fr.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Fran%C3%A7ois-Marsal,"Frédéric François-Marsal, né le 16 mars 1874 à Paris 8e et mort le 20 mai 1958 à Gisors , est un homme d'affaires et un homme politique français de la droite républicaine, dont la carrière politique a culminé avec son bref passage à la présidence du Conseil en 1924."
fr,Q3052772,Emmanuel,Macron,,https://fr.wikipedia.org/wiki/Emmanuel_Macron,"Pour les articles homonymes, voir Macron."
be,Q12978,Guy,Verhofstadt,,https://nl.wikipedia.org/wiki/Guy_Verhofstadt,"Guy Maurice Marie-Louise Verhofstadt is een Belgisch politicus voor de Open Vlaamse Liberalen en Democraten . Hij was premier van België van 12 juli 1999 tot 20 maart 2008 in drie regeringen. Hij beëindigde zijn actieve politieke carrière in het Europees Parlement, waar hij van 2009 tot 2019 fractieleider van de Alliantie van Liberalen en Democraten voor Europa was."
